full_name,selling_price,year,seller_type,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats
Renault Triber RXL BSIV,5.5,2019.0,Individual,10000,Petrol,Manual,20.0,999.0,72.0,7.0
Hyundai Accent GLS,1.7,2003.0,Individual,72800,Petrol,Manual,13.2,1495.0,94.0,5.0
Maruti Alto 800 VXI,2.5,2014.0,Individual,35000,Petrol,Manual,22.74,796.0,47.3,5.0
Maruti Ciaz S 1.3,7.25,2018.0,Individual,70000,Diesel,Manual,28.09,1248.0,88.5,5.0
Hyundai Santro Xing GL Plus,1.8,2010.0,Individual,60000,Petrol,Manual,17.92,1086.0,62.1,5.0
Ford Aspire 1.2 Ti-VCT Titanium Plus,5.25,2016.0,Individual,20000,Petrol,Manual,18.16,1196.0,86.8,5.0
Renault Duster 85PS Diesel RxE,6.0,2016.0,Individual,55000,Diesel,Manual,19.87,1461.0,83.8,5.0
Honda City VX MT,4.8,2013.0,Dealer,42462,Petrol,Manual,17.8,1498.0,119.35,5.0
Honda Amaze VX Petrol,7.85,2020.0,Dealer,12000,Petrol,Manual,18.6,1199.0,88.76,5.0
Honda City i VTEC SV,5.6,2014.0,Individual,70000,Petrol,Manual,17.4,1497.0,117.3,5.0
Hyundai i20 Sportz Plus,6.9,2019.0,Trustmark Dealer,12973,Petrol,Manual,18.6,1197.0,81.86,5.0
Ford Ecosport 2015-2021 1.5 Petrol Titanium BSIV,8.75,2018.0,Dealer,16000,Petrol,Manual,17.0,1497.0,121.31,5.0
Tata Indica DLS,0.8,2006.0,Individual,40000,Diesel,Manual,13.5,1405.0,5.0,5.0
Bentley Continental GT Speed Convertible BSIV,145.0,2012.0,Dealer,9000,Petrol,Automatic,9.5,5998.0,626.0,4.0
Maruti Swift Dzire VXI,3.5,2012.0,Dealer,55236,Petrol,Manual,19.1,1197.0,85.8,5.0
Honda WR-V i-DTEC V,9.75,2019.0,Individual,10000,Diesel,Manual,25.5,1498.0,98.6,5.0
Chevrolet Beat Diesel LS,1.8,2012.0,Dealer,99000,Diesel,Manual,25.44,936.0,57.6,5.0
Honda City ZX CVT,9.7,2017.0,Dealer,49000,Petrol,Automatic,17.4,1497.0,117.6,5.0
Mahindra Supro VX 8 Str,5.0,2018.0,Individual,20000,Diesel,Manual,23.5,909.0,45.0,8.0
Hyundai Grand i10 CRDi Sportz,2.8,2013.0,Dealer,91468,Diesel,Manual,24.0,1120.0,70.0,5.0
Tata Zest Revotron 1.2 XT,5.0,2016.0,Individual,21000,Petrol,Manual,17.57,1193.0,88.7,5.0
Tata Tiago 1.05 Revotorq XT,3.81,2018.0,Individual,68000,Diesel,Manual,27.28,1047.0,69.0,5.0
Toyota Fortuner 4x4 MT,16.0,2015.0,Individual,120000,Diesel,Manual,12.55,2982.0,168.5,7.0
Hyundai i20 Active S Petrol,7.0,2019.0,Individual,20000,Petrol,Manual,17.19,1197.0,81.86,5.0
Mahindra Thar 4X4,5.45,2013.0,Dealer,45000,Diesel,Manual,16.55,2498.0,105.0,7.0
Maruti Alto LX,0.77,2004.0,Individual,80000,Petrol,Manual,19.7,796.0,46.3,5.0
Hyundai i10 Sportz,2.25,2011.0,Dealer,80000,Petrol,Manual,20.36,1197.0,78.9,5.0
Maruti Swift VXI Deca,5.1,2016.0,Individual,80000,Petrol,Manual,20.4,1197.0,81.8,5.0
Fiat Avventura Urban Cross 1.4 T-Jet Emotion,6.5,2017.0,Individual,34600,Petrol,Manual,14.4,1368.0,140.0,5.0
Mahindra Scorpio 1.99 S4,8.5,2015.0,Individual,35000,Diesel,Manual,15.4,1997.0,120.0,7.0
Maruti Vitara Brezza ZDi,7.35,2016.0,Dealer,63000,Diesel,Manual,24.3,1248.0,88.5,5.0
Mahindra Xylo D4 BSIV,3.0,2013.0,Individual,100000,Diesel,Manual,14.0,2498.0,112.0,8.0
Renault Pulse Petrol RxL,4.26,2017.0,Individual,10000,Petrol,Manual,18.06,1198.0,74.93,5.0
Ford Aspire 1.5 TDCi Titanium,4.75,2015.0,Dealer,42000,Diesel,Manual,25.83,1498.0,99.0,5.0
Hyundai Santro Xing GLS CNG,1.75,2012.0,Individual,170000,CNG,Manual,11.88,1086.0,62.1,5.0
Honda Civic 1.8 V AT,3.2,2007.0,Individual,60000,Petrol,Automatic,12.9,1799.0,130.0,5.0
Maruti Baleno Alpha,6.75,2018.0,Dealer,19000,Petrol,Manual,21.01,1197.0,81.8,5.0
BMW 3 Series 320d Sport Line,17.5,2015.0,Individual,70000,Diesel,Automatic,18.88,1995.0,184.0,5.0
Tata Tiago 1.05 Revotorq XZ,3.75,2017.0,Dealer,59000,Diesel,Manual,27.28,1047.0,69.0,5.0
Honda CR V 2.4L 4WD AT AVN,17.75,2017.0,Dealer,34000,Petrol,Automatic,12.0,2354.0,187.4,5.0
Tata Zest Quadrajet 1.3 XT,6.75,2017.0,Dealer,5000,Diesel,Manual,20.65,1248.0,88.7,5.0
Maruti Swift Dzire VDI,5.45,2015.0,Dealer,36000,Diesel,Manual,23.4,1248.0,74.0,5.0
Maruti Celerio X ZXI Option BSIV,5.0,2019.0,Individual,50000,Petrol,Manual,21.63,998.0,67.0,5.0
Skoda Rapid 1.6 MPI AT Ambition BSIV,7.0,2018.0,Individual,40000,Petrol,Automatic,14.84,1598.0,103.2,5.0
Chevrolet Sail Hatchback Petrol LS ABS,2.3,2013.0,Individual,25000,Petrol,Manual,18.2,1199.0,84.8,5.0
Maruti Celerio VXI AT,2.5,2014.0,Individual,110000,Petrol,Automatic,23.1,998.0,67.04,5.0
Maruti Alto LX,1.35,2006.0,Individual,30000,Petrol,Manual,19.7,796.0,46.3,5.0
Maruti Ertiga LXI,5.25,2015.0,Dealer,72909,Petrol,Manual,19.01,1462.0,103.26,7.0
Hyundai Creta 1.6 CRDi SX Option,9.6,2017.0,Dealer,38425,Diesel,Manual,19.67,1582.0,126.2,5.0
Ford Endeavour 3.2 Trend AT 4X4,25.5,2017.0,Dealer,32000,Diesel,Automatic,10.91,3198.0,197.2,7.0
Hyundai i20 1.2 Spotz,7.0,2018.0,Individual,50000,Petrol,Manual,18.6,1197.0,81.83,5.0
Tata Indigo LX,1.55,2010.0,Individual,80000,Diesel,Manual,16.1,1405.0,70.0,5.0
Hyundai Santro Xing GL PLUS CNG,2.2,2020.0,Dealer,61000,CNG,Manual,17.0,1086.0,5.0,5.0
Maruti Swift Dzire VDI,6.69,2017.0,Dealer,74014,Diesel,Manual,28.4,1248.0,74.02,5.0
Maruti Celerio VXI,3.15,2014.0,Individual,76000,Petrol,Manual,23.1,998.0,67.04,5.0
Hyundai Verna CRDi 1.6 SX Option,12.4,2018.0,Individual,15000,Diesel,Manual,22.0,1582.0,126.2,5.0
Hyundai EON Era Plus,1.7,2012.0,Individual,70000,Petrol,Manual,21.1,814.0,55.2,5.0
Maruti Alto K10 VXI,2.9,2015.0,Dealer,35100,Petrol,Manual,23.95,998.0,67.05,5.0
Hyundai Verna CRDi,2.15,2008.0,Individual,120000,Diesel,Manual,16.8,1493.0,110.0,5.0
Hyundai Accent GLS 1.6 ABS,1.3,2008.0,Dealer,89562,Petrol,Manual,14.4,1599.0,94.0,5.0
Maruti Vitara Brezza ZDi,8.5,2018.0,Individual,60000,Diesel,Manual,24.3,1248.0,88.5,5.0
Hyundai Grand i10 1.2 Kappa Sportz Option,4.9,2017.0,Individual,22000,Petrol,Manual,18.9,1197.0,81.86,5.0
Porsche Cayenne 3.6 S Platinum Edition,78.0,2017.0,Dealer,36000,Petrol,Automatic,12.5,3604.0,420.0,5.0
Porsche Cayenne Diesel,28.9,2013.0,Dealer,57000,Diesel,Automatic,15.15,2967.0,240.0,5.0
Ford Figo Diesel Celebration Edition,2.4,2013.0,Individual,145000,Diesel,Manual,20.0,1399.0,68.1,5.0
Maruti Swift LDI,3.3,2013.0,Individual,70000,Diesel,Manual,22.9,1248.0,74.0,5.0
Maruti Alto LXi,0.95,2008.0,Individual,97000,Petrol,Manual,19.7,796.0,46.3,5.0
Maruti Ertiga VXI,5.25,2014.0,Dealer,22681,Petrol,Manual,16.02,1373.0,93.7,7.0
Toyota Etios Liva GD,3.5,2013.0,Individual,110000,Diesel,Manual,23.59,1364.0,67.06,5.0
Toyota Etios G,4.49,2016.0,Dealer,40001,Petrol,Manual,16.78,1496.0,88.73,5.0
Volkswagen Vento 1.6 Trendline,3.9,2014.0,Individual,96000,Petrol,Manual,15.04,1598.0,103.2,5.0
Hyundai i20 1.2 Spotz,5.75,2017.0,Individual,27000,Petrol,Manual,18.6,1197.0,81.83,5.0
Maruti Swift VDI,4.1,2013.0,Dealer,72000,Diesel,Manual,28.4,1248.0,74.0,5.0
BMW X3 2.0d SAV,10.15,2011.0,Dealer,68000,Diesel,Automatic,16.55,1476.3274007038713,5.0,5.0
Hyundai i20 Asta Option 1.4 CRDi,5.5,2014.0,Dealer,57212,Diesel,Manual,22.54,1396.0,88.73,5.0
Hyundai i20 Sportz 1.2,4.0,2014.0,Individual,50000,Petrol,Manual,18.6,1197.0,81.83,5.0
Hyundai i20 1.2 Spotz,6.6,2018.0,Individual,50000,Petrol,Manual,18.6,1197.0,81.83,5.0
Maruti Swift Dzire VDI,7.0,2018.0,Individual,60000,Diesel,Manual,28.4,1248.0,74.02,5.0
Tata Indica Vista Aura 1.3 Quadrajet,1.1,2010.0,Individual,100000,Diesel,Manual,18.0,1248.0,75.0,5.0
Maruti Alto K10 LXI,2.0,2011.0,Dealer,39513,Petrol,Manual,23.95,998.0,67.05,5.0
Maruti Ertiga SHVS VDI,8.65,2017.0,Individual,40000,Diesel,Manual,24.52,1248.0,88.5,7.0
Chevrolet Beat LS,2.0,2015.0,Individual,40000,Petrol,Manual,18.6,1199.0,76.8,5.0
Maruti Dzire VXI,6.5,2020.0,Individual,8000,Petrol,Manual,23.26,1197.0,88.5,5.0
Mahindra XUV500 W8 AWD,9.0,2014.0,Individual,120000,Diesel,Manual,15.1,2179.0,140.0,7.0
Maruti Swift Dzire ZXI 1.2,6.25,2017.0,Trustmark Dealer,15659,Petrol,Manual,21.21,1197.0,81.8,5.0
Volkswagen Jetta 1.9 TDI Trendline,3.9,2010.0,Individual,150000,Diesel,Manual,15.0,1896.0,105.0,5.0
Maruti Wagon R VXI Optional,4.0,2015.0,Individual,50000,Petrol,Manual,20.51,998.0,67.04,5.0
Mahindra XUV500 AT W8 1.99 mHawk,11.75,2017.0,Dealer,65000,Diesel,Automatic,16.0,1997.0,140.0,7.0
Renault KWID RXT,2.5,2016.0,Individual,80000,Petrol,Manual,25.17,799.0,53.3,5.0
Hyundai Venue SX Turbo BSIV,9.5,2019.0,Individual,3800,Petrol,Manual,18.27,998.0,118.35,5.0
Honda Amaze S i-Vtech,5.1,2016.0,Dealer,54000,Petrol,Manual,18.0,1198.0,86.7,5.0
Hyundai Santro GLS II - Euro I,1.1,2007.0,Individual,50000,Petrol,Manual,0.0,999.0,5.0,5.0
BMW 5 Series 520d Luxury Line,44.0,2018.0,Dealer,22000,Diesel,Automatic,22.48,1995.0,187.74,5.0
Maruti Celerio ZXI,3.45,2017.0,Individual,25000,Petrol,Manual,23.1,998.0,67.04,5.0
Ford Fiesta Classic 1.4 SXI Duratorq,2.3,2009.0,Individual,95000,Diesel,Manual,17.8,1399.0,67.0,5.0
Volkswagen Polo Petrol Comfortline 1.2L,2.35,2010.0,Dealer,61000,Petrol,Manual,16.47,1198.0,73.9,5.0
Mercedes-Benz A Class A180 CDI,10.75,2014.0,Dealer,65000,Diesel,Automatic,20.0,2143.0,107.3,5.0
Renault KWID 1.0 RXT Optional,3.0,2016.0,Individual,25000,Petrol,Manual,23.01,999.0,67.0,5.0
Maruti Wagon R LXI CNG,2.25,2011.0,Dealer,64000,CNG,Manual,26.2,998.0,58.2,5.0
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,8.0,2018.0,Individual,90000,Diesel,Manual,25.1,1248.0,88.5,5.0
Tata Hexa XE,10.25,2018.0,Individual,57000,Diesel,Manual,17.6,2179.0,147.94,7.0
Maruti Swift LXi BSIV,2.91,2012.0,Dealer,51000,Petrol,Manual,16.1,1197.0,85.0,5.0
Tata Nano LX,0.82608,2014.0,Individual,35000,Petrol,Manual,25.4,624.0,37.48,4.0
Honda City i DTEC VX,6.2,2015.0,Individual,40000,Diesel,Manual,25.1,1498.0,98.6,5.0
Hyundai i10 Magna,1.95,2011.0,Dealer,47000,Petrol,Manual,20.36,1197.0,78.9,5.0
Maruti Swift Dzire VXI,3.7,2013.0,Trustmark Dealer,48987,Petrol,Manual,19.1,1197.0,85.8,5.0
Maruti Swift VDI,6.9,2018.0,Individual,25000,Diesel,Manual,28.4,1248.0,74.0,5.0
Maruti Swift VXI,3.9,2013.0,Individual,30000,Petrol,Manual,18.6,1197.0,85.8,5.0
Mahindra XUV500 2011-2015 W8 FWD,5.5,2012.0,Individual,80000,Diesel,Manual,15.1,2179.0,140.0,7.0
Hyundai Creta 1.6 SX Option,10.5,2017.0,Dealer,54000,Petrol,Manual,15.8,1591.0,121.3,5.0
Mahindra Bolero DI,2.3,2008.0,Individual,90000,Diesel,Manual,13.6,2523.0,63.0,7.0
Maruti Alto LXi BSIII,1.75,2014.0,Dealer,75001,Petrol,Manual,19.7,796.0,46.3,5.0
Ford Figo Diesel Celebration Edition,2.5,2013.0,Individual,100000,Diesel,Manual,20.0,1399.0,68.1,5.0
Volkswagen Vento TSI,5.75,2014.0,Dealer,42000,Petrol,Automatic,16.93,1197.0,103.6,5.0
Maruti Wagon R CNG LXI BSIV,3.8,2017.0,Trustmark Dealer,32013,CNG,Manual,33.54,998.0,67.04,5.0
Hyundai Xcent 1.1 CRDi SX,5.5,2016.0,Individual,80000,Diesel,Manual,24.4,1120.0,71.0,5.0
Hyundai EON 1.0 Kappa Magna Plus,2.4,2015.0,Individual,30000,Petrol,Manual,20.3,998.0,68.05,5.0
Mahindra XUV500 W10 2WD,11.51,2016.0,Dealer,55766,Diesel,Manual,16.0,2179.0,140.0,7.0
Maruti Alto K10 LXI,2.45,2014.0,Individual,70000,Petrol,Manual,20.92,998.0,67.1,5.0
Tata Nexon 1.5 Revotorq XZA Plus,10.0,2018.0,Individual,40000,Diesel,Automatic,21.5,1497.0,108.5,5.0
Renault Duster 110PS Diesel RxZ AWD,9.43,2016.0,Individual,118500,Diesel,Manual,19.72,1461.0,108.45,5.0
Renault Duster 110PS Diesel RxL,5.0,2014.0,Dealer,42000,Diesel,Manual,19.01,1461.0,108.45,5.0
Fiat Punto EVO 1.3 Dynamic,3.5,2016.0,Dealer,51000,Diesel,Manual,20.5,1248.0,91.7,5.0
Mahindra Scorpio EX,5.0,2013.0,Individual,120000,Diesel,Manual,14.0,2523.0,75.0,8.0
BMW X1 sDrive 20d xLine,36.5,2019.0,Individual,10000,Diesel,Automatic,20.68,1995.0,188.0,5.0
Maruti Swift Dzire Zdi BSIV,5.7,2015.0,Dealer,32000,Diesel,Manual,19.3,1248.0,73.9,5.0
Nissan Kicks 1.3 Turbo XV,10.0,2020.0,Individual,15000,Petrol,Manual,14.23,1330.0,153.87,5.0
Kia Seltos HTK Plus G,11.4,2019.0,Dealer,13000,Petrol,Manual,16.8,1497.0,113.4,5.0
BMW 5 Series 520d Luxury Line,18.9,2014.0,Dealer,41000,Diesel,Automatic,18.12,1995.0,190.0,5.0
Maruti Ciaz 1.4 Alpha,7.75,2017.0,Dealer,44000,Petrol,Manual,20.73,1373.0,91.1,5.0
Tata Zest Revotron 1.2T XM,4.0,2015.0,Individual,50000,Petrol,Manual,17.57,1193.0,88.7,5.0
Maruti Swift LXI Option,3.2,2014.0,Individual,40000,Petrol,Manual,20.4,1197.0,81.8,5.0
Mahindra XUV500 AT W10 FWD,14.0,2016.0,Individual,120000,Diesel,Automatic,16.0,2179.0,140.0,7.0
Maruti Swift Dzire AMT VXI,7.0,2018.0,Individual,5000,Petrol,Automatic,21.21,1197.0,81.8,5.0
Mahindra Scorpio S2 9 Seater,8.0,2015.0,Individual,80000,Diesel,Manual,15.4,2523.0,75.0,9.0
Nissan Terrano XV D Pre,4.95,2014.0,Dealer,68000,Diesel,Manual,19.64,1461.0,108.6,5.0
Audi Q3 2.0 TDI Quattro Premium Plus,21.0,2012.0,Individual,50000,Diesel,Automatic,15.73,1968.0,174.33,5.0
Maruti Swift LXI BSIV,5.3,2019.0,Trustmark Dealer,23414,Petrol,Manual,22.0,1197.0,81.8,5.0
Audi Q7 2006-2020 3.0 TDI Quattro Premium Plus,20.9,2013.0,Dealer,85000,Diesel,Automatic,12.07,2967.0,241.4,7.0
Toyota Innova Crysta 2016-2020 2.4 G MT 8 STR,13.6,2017.0,Dealer,68000,Diesel,Manual,13.68,2393.0,147.51,8.0
Tata Indica GLS BS IV,0.42,2008.0,Individual,90000,Petrol,Manual,15.3,1193.0,65.3,5.0
Maruti Wagon R VXI Optional,3.5,2015.0,Individual,15000,Petrol,Manual,20.51,998.0,67.04,5.0
Mahindra XUV500 W8 2WD,7.99,2015.0,Dealer,50000,Diesel,Manual,16.0,2179.0,140.0,7.0
Honda Accord V6 AT,1.75,2007.0,Dealer,78000,Petrol,Automatic,9.0,2997.0,218.0,5.0
Hyundai Verna CRDi ABS,3.5,2009.0,Individual,110000,Diesel,Manual,18.1,1493.0,110.0,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,7.4,2014.0,Dealer,70000,Diesel,Manual,12.8,2494.0,102.0,8.0
Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,6.2,2019.0,Individual,30000,Diesel,Manual,15.96,2523.0,63.0,9.0
Mercedes-Benz E-Class E 220 CDI Avantgarde,8.9,2012.0,Dealer,67000,Diesel,Automatic,10.0,2148.0,170.0,5.0
Maruti Celerio VXI,3.5,2014.0,Dealer,23970,Petrol,Manual,23.1,998.0,67.04,5.0
Tata Tiago 1.2 Revotron XM,3.8,2017.0,Individual,60000,Petrol,Manual,23.84,1199.0,84.0,5.0
Mercedes-Benz S-Class S 350 CDI,45.0,2015.0,Dealer,56000,Diesel,Automatic,13.5,2987.0,254.79,5.0
Jaguar XF 2.2 Litre Luxury,21.5,2015.0,Dealer,52111,Diesel,Automatic,16.36,2179.0,187.7,5.0
Mahindra Quanto C8,3.0,2014.0,Individual,100000,Diesel,Manual,17.21,1493.0,100.0,7.0
Hyundai Xcent 1.2 VTVT SX,6.0,2019.0,Individual,10000,Petrol,Manual,20.14,1197.0,81.86,5.0
Maruti Swift VDI BSIV,5.0,2014.0,Individual,30000,Diesel,Manual,25.2,1248.0,74.0,5.0
Tata Hexa XT,15.0,2017.0,Individual,50000,Diesel,Manual,17.6,2179.0,153.86,7.0
Maruti Swift Dzire VXI 1.2 BS IV,4.9,2015.0,Dealer,50000,Petrol,Manual,22.0,1197.0,81.8,5.0
Volkswagen Vento 1.5 TDI Highline,3.75,2014.0,Dealer,55000,Diesel,Manual,20.34,1498.0,103.2,5.0
Tata Safari Storme VX,10.0,2016.0,Individual,50000,Diesel,Manual,14.1,2179.0,148.0,7.0
Toyota Innova Crysta 2016-2020 2.4 GX MT 8S BSIV,15.0,2018.0,Individual,50000,Diesel,Manual,13.68,2393.0,147.8,8.0
Hyundai EON 1.0 Era Plus,2.65,2016.0,Individual,40000,Petrol,Manual,20.3,998.0,68.05,5.0
Audi Q3 2.0 TDI Quattro Premium Plus,14.5,2013.0,Dealer,45000,Diesel,Automatic,15.73,1968.0,174.33,5.0
Maruti Swift Dzire VDI,4.9,2017.0,Individual,107000,Diesel,Manual,28.4,1248.0,74.02,5.0
Maruti Wagon R Duo Lxi,2.6,2012.0,Individual,120000,LPG,Manual,26.2,998.0,58.2,5.0
Honda City 1.5 V MT Exclusive,3.25,2010.0,Dealer,68000,Petrol,Manual,17.0,1497.0,118.0,5.0
Hyundai i20 Asta 1.4 CRDi,5.9,2015.0,Individual,70000,Diesel,Manual,22.54,1396.0,88.73,5.0
Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,15.0,2016.0,Dealer,35512,Diesel,Automatic,11.36,2755.0,171.5,7.0
Tata Safari 2005-2017 3L Dicor LX 4x2,4.5,2012.0,Dealer,68240,Diesel,Manual,13.93,2956.0,138.1,7.0
Hyundai Creta 1.4 E Plus,8.75,2017.0,Dealer,51000,Diesel,Manual,22.1,1396.0,88.7,5.0
Hyundai Grand i10 Asta Option,4.5,2015.0,Dealer,50000,Petrol,Manual,18.9,1197.0,82.0,5.0
Hyundai Creta 1.4 CRDi S,8.5,2017.0,Individual,60000,Diesel,Manual,21.38,1396.0,88.7,5.0
Tata Zest Revotron 1.2T XMS,2.8,2015.0,Individual,37000,Petrol,Manual,17.57,1193.0,88.7,5.0
Maruti Ertiga VXI,8.3,2020.0,Individual,4500,Petrol,Manual,19.01,1462.0,103.26,7.0
Mahindra XUV500 W8 2WD,8.29,2016.0,Individual,100000,Diesel,Manual,16.0,2179.0,140.0,7.0
Skoda Superb Style 1.8 TSI MT,15.0,2016.0,Individual,20000,Petrol,Manual,14.12,1798.0,177.46,5.0
Hyundai Verna 1.6 SX VTVT (O),4.5,2012.0,Individual,50000,Petrol,Manual,17.1,1591.0,121.3,5.0
Tata Safari Storme EX,6.9,2016.0,Individual,120000,Diesel,Manual,14.1,2179.0,147.94,7.0
Honda City i VTEC V,5.75,2014.0,Dealer,59250,Petrol,Manual,17.4,1497.0,117.3,5.0
Hyundai Grand i10 1.2 Kappa Magna BSIV,5.0,2018.0,Trustmark Dealer,31799,Petrol,Manual,18.9,1197.0,81.86,5.0
Maruti Baleno Delta 1.3,7.0,2019.0,Individual,3500,Diesel,Manual,27.39,1248.0,74.0,5.0
Maruti Wagon R VXI,3.0,2015.0,Individual,15000,Petrol,Manual,20.51,998.0,67.04,5.0
Audi Q7 2006-2020 4.2 TDI quattro,22.0,2010.0,Individual,155000,Diesel,Automatic,11.33,4134.0,335.2,7.0
Skoda Rapid 1.6 MPI Elegance,3.75,2013.0,Dealer,42000,Petrol,Manual,15.0,1598.0,103.5,5.0
Tata Safari Storme EX,8.5,2018.0,Individual,50000,Diesel,Manual,14.1,2179.0,147.94,7.0
Hyundai i20 Sportz 1.2,5.75,2017.0,Dealer,53000,Petrol,Manual,18.6,1197.0,81.83,5.0
Maruti Swift VXI,5.0,2018.0,Individual,56000,Petrol,Manual,22.0,1197.0,81.8,5.0
Mahindra Bolero Power Plus SLX,8.5,2019.0,Individual,35000,Diesel,Manual,16.5,1493.0,70.0,7.0
Hyundai Creta 1.6 VTVT E Plus,8.15,2016.0,Individual,70000,Petrol,Manual,15.29,1591.0,121.3,5.0
Tata Sumo MKII GX BS IV,3.0,2011.0,Individual,100000,Diesel,Manual,13.55,2179.0,118.35,7.0
Hyundai Xcent 1.2 Kappa SX Option,3.65,2014.0,Individual,50000,Petrol,Manual,19.1,1197.0,82.0,5.0
Maruti Wagon R LXI CNG,1.9,2012.0,Dealer,95000,CNG,Manual,26.6,998.0,58.16,5.0
Maruti Swift Dzire ZDI Plus,9.0,2017.0,Individual,50000,Diesel,Manual,28.4,1248.0,74.02,5.0
Honda Brio 1.2 VX AT,4.75,2015.0,Trustmark Dealer,62258,Petrol,Automatic,16.5,1198.0,86.8,5.0
Toyota Innova Crysta 2016-2020 2.7 GX MT BSIV,13.0,2016.0,Dealer,52000,Petrol,Manual,11.25,2694.0,163.7,7.0
Skoda Rapid 1.6 MPI AT Ambition Plus,4.45,2014.0,Dealer,59000,Petrol,Automatic,14.3,1598.0,103.6,5.0
Mitsubishi Pajero Sport 4X2 AT,14.45,2015.0,Dealer,97000,Diesel,Automatic,13.5,2477.0,175.56,7.0
Hyundai Creta 1.6 VTVT S,10.0,2016.0,Individual,10000,Petrol,Manual,15.29,1591.0,121.3,5.0
Hyundai Sonata 2.4 GDi AT,7.5,2012.0,Individual,70000,Petrol,Automatic,12.37,2359.0,198.25,5.0
Tata Tiago 1.2 Revotron XT,3.95,2017.0,Dealer,37000,Petrol,Manual,23.84,1199.0,84.0,5.0
Maruti Swift VDI,3.5,2013.0,Individual,80000,Diesel,Manual,22.9,1248.0,74.0,5.0
Tata Tigor 1.05 Revotorq XE,4.0,2019.0,Individual,50000,Diesel,Manual,24.7,1047.0,69.0,5.0
Maruti Wagon R VXI,4.75,2019.0,Individual,15000,Petrol,Manual,21.79,998.0,67.05,5.0
Mahindra Bolero Power Plus SLX,6.7,2018.0,Individual,70000,Diesel,Manual,16.5,1493.0,70.0,7.0
Hyundai i20 1.2 Magna Executive,5.24,2018.0,Individual,20000,Petrol,Manual,18.6,1197.0,81.83,5.0
Tata Hexa XM,9.9,2017.0,Individual,110000,Diesel,Manual,17.6,2179.0,153.86,7.0
Hyundai Xcent 1.1 CRDi Base,5.0,2015.0,Individual,20000,Diesel,Manual,24.4,1120.0,71.0,5.0
Force One SX ABS 7 Seating,4.8,2013.0,Individual,60000,Diesel,Manual,17.0,2200.0,139.01,7.0
MG Hector Sharp Diesel Dualtone,17.5,2019.0,Dealer,20000,Diesel,Manual,17.41,1956.0,167.68,5.0
Toyota Fortuner 4x2 AT,14.5,2012.0,Dealer,130000,Diesel,Automatic,12.55,2982.0,168.5,7.0
Maruti Swift Vdi BSIII,2.15,2007.0,Individual,187500,Diesel,Manual,17.8,1248.0,75.0,5.0
Hyundai Santro Xing XL eRLX Euro III,1.35,2006.0,Individual,110000,Petrol,Manual,17.0,1086.0,5.0,5.0
Maruti Ritz VXi (ABS) BS IV,2.0,2009.0,Individual,20000,Petrol,Manual,18.5,1197.0,85.8,5.0
Hyundai i20 1.4 CRDi Magna,3.55,2014.0,Dealer,67000,Diesel,Manual,21.9,1396.0,90.0,5.0
Ford Fiesta 1.6 ZXi ABS,2.0,2010.0,Individual,140000,Petrol,Manual,15.3,1596.0,101.0,5.0
Maruti Swift VDI Optional,5.3,2015.0,Individual,38000,Diesel,Manual,25.2,1248.0,74.0,5.0
Chevrolet Spark 1.0 LS,1.2,2009.0,Dealer,24000,Petrol,Manual,18.0,995.0,62.0,5.0
Mahindra Bolero DI,2.5,2007.0,Individual,40000,Diesel,Manual,13.6,2523.0,63.0,7.0
Tata Manza Aura Quadrajet BS IV,2.9,2012.0,Individual,60000,Diesel,Manual,21.12,1248.0,88.8,5.0
Toyota Innova Crysta 2016-2020 2.7 VX MT BSIV,15.0,2017.0,Dealer,50000,Petrol,Manual,11.25,2694.0,163.7,7.0
Hyundai Sonata 2.0L CRDi MT,2.75,2007.0,Individual,110000,Diesel,Manual,13.6,1991.0,142.0,5.0
Renault Duster 85PS Diesel RxS,8.5,2018.0,Dealer,32440,Diesel,Manual,19.87,1461.0,83.8,5.0
Hyundai i20 Sportz Option 1.2,6.45,2018.0,Dealer,40000,Petrol,Manual,18.6,1197.0,81.83,5.0
Ford Aspire 1.5 TDCi Titanium,4.4,2016.0,Dealer,70000,Diesel,Manual,25.83,1498.0,99.0,5.0
Ford Ecosport 1.5 DV5 MT Titanium,5.9,2014.0,Dealer,37000,Diesel,Manual,22.7,1498.0,89.84,5.0
Hyundai Grand i10 Sportz,3.5,2015.0,Individual,40000,Petrol,Manual,18.9,1197.0,82.0,5.0
Maruti Alto STD,1.9,2010.0,Individual,83000,Petrol,Manual,19.7,796.0,46.3,5.0
Maruti Swift DDiS VDI,5.5,2017.0,Individual,80000,Diesel,Manual,28.4,1248.0,74.0,5.0
Maruti Ciaz RS ZDi Plus SHVS,8.38,2016.0,Individual,35000,Diesel,Manual,28.09,1248.0,88.5,5.0
Maruti Swift AMT VXI,5.75,2018.0,Individual,30000,Petrol,Automatic,22.0,1197.0,81.8,5.0
Toyota Innova 2.5 G4 Diesel 8-seater,6.0,2008.0,Individual,200000,Diesel,Manual,12.8,2494.0,102.0,8.0
Fiat Linea Classic 1.4 Petrol,6.4,2016.0,Individual,50000,Petrol,Manual,14.9,1368.0,88.7,5.0
